500
0,71,8
0,215,2
0,282,4
0,288,2
0,324,4
0,331,4
0,347,4
1,43,2
1,105,2
1,146,8
1,170,2
1,223,4
1,284,8
1,415,8
1,447,4
1,473,2
2,69,4
2,303,4
2,316,1
2,350,8
2,399,4
3,76,2
3,262,4
4,144,4
4,326,8
4,424,2
5,77,2
5,349,4
5,463,2
6,101,2
6,195,4
6,224,2
6,237,4
6,298,2
6,318,4
7,28,4
7,71,1
7,80,2
7,92,2
7,105,4
7,319,1
8,59,4
8,114,4
8,241,1
8,360,4
9,56,2
9,70,4
9,199,2
9,308,4
10,70,4
10,183,4
10,235,4
10,284,2
10,344,2
10,350,4
10,493,2
11,100,2
11,117,4
11,133,1
11,137,8
11,249,2
12,166,2
12,300,8
12,344,2
12,425,4
12,430,4
13,160,4
13,266,2
14,35,2
14,120,8
14,294,1
14,337,2
15,51,2
15,87,4
15,218,8
15,284,4
15,392,4
16,33,2
16,45,1
16,125,2
16,313,2
16,396,8
16,448,2
16,473,4
17,24,2
17,33,4
17,64,2
17,158,8
17,257,1
17,486,1
18,35,8
18,80,8
18,142,1
18,479,1
19,73,4
19,133,8
19,227,2
19,294,8
19,360,8
19,370,4
19,423,4
19,469,1
20,74,2
20,224,8
20,263,4
20,322,8
20,460,2
21,56,4
21,77,8
21,305,8
21,378,2
21,450,4
22,78,2
22,146,2
22,234,8
22,250,2
22,304,2
22,316,2
22,400,1
22,481,4
23,158,2
23,224,8
23,325,2
23,405,1
24,76,8
24,184,4
24,458,4
25,149,4
25,292,4
25,335,2
25,373,4
26,122,2
26,229,4
26,264,8
26,430,8
27,254,8
27,388,4
27,459,2
27,487,2
28,255,8
29,95,4
29,358,2
29,482,2
30,46,2
30,61,8
30,233,4
30,259,4
30,293,4
30,406,8
31,57,8
31,378,2
31,383,4
31,431,8
32,63,4
32,164,1
32,182,2
32,256,4
32,405,8
32,421,1
32,451,8
32,461,1
33,39,2
33,109,8
33,185,2
33,192,1
33,194,1
33,197,4
33,199,4
34,114,8
34,370,4
35,125,8
35,130,2
35,244,4
35,430,4
36,63,4
36,93,4
36,113,8
36,190,8
36,197,4
36,331,2
36,344,8
36,371,4
36,452,8
36,468,2
37,80,1
37,147,4
37,320,1
38,93,2
38,130,4
38,159,1
38,168,4
38,223,4
39,55,2
39,373,4
40,120,4
40,122,2
40,185,4
40,373,4
41,113,8
41,165,1
41,178,4
42,134,4
42,163,2
42,234,2
42,348,4
42,405,8
43,261,4
43,319,8
43,330,4
43,403,4
44,77,8
44,198,8
44,376,2
44,383,4
44,397,4
44,445,4
45,213,8
45,220,2
45,264,8
46,48,2
46,79,8
46,82,4
46,411,4
46,446,8
47,131,4
47,152,2
47,222,4
47,253,1
47,319,2
47,323,2
47,392,2
47,396,2
48,193,4
48,254,8
49,102,4
49,144,8
49,172,8
49,242,1
49,458,2
50,296,4
51,205,4
51,215,2
51,286,2
51,468,2
52,56,4
52,71,4
52,161,2
52,164,8
52,225,2
52,264,4
52,289,2
52,340,4
52,404,4
53,340,4
53,433,8
54,153,2
54,159,4
54,303,2
54,426,2
54,440,8
55,145,4
55,155,4
55,175,4
55,393,8
56,177,4
56,232,2
56,280,4
56,420,2
56,456,4
57,73,4
57,88,4
57,105,8
57,119,8
57,144,2
57,155,2
57,188,2
57,235,4
57,318,1
57,400,8
57,451,4
57,482,8
58,247,2
58,472,2
59,68,8
59,143,4
59,255,4
59,403,4
59,497,8
60,112,4
60,166,2
60,208,2
60,280,4
60,376,2
60,423,2
60,490,2
60,492,4
61,311,2
62,98,2
62,99,8
62,100,8
62,103,4
62,139,2
62,218,8
63,318,4
63,401,2
64,248,4
64,348,8
64,405,1
64,413,2
65,157,8
65,222,2
65,236,2
65,468,8
66,239,8
66,319,2
66,372,4
66,479,4
67,192,4
67,368,1
67,463,2
67,471,4
67,474,1
68,72,4
68,91,2
68,328,1
68,475,4
69,87,4
69,188,4
69,194,8
69,201,1
69,243,8
69,271,4
69,341,4
69,345,2
69,357,4
69,370,2
69,409,2
69,425,2
69,493,8
70,314,4
70,340,2
70,356,4
70,368,2
70,371,2
70,460,4
71,129,2
71,191,4
71,264,4
71,267,4
71,421,1
71,448,2
72,135,4
72,184,2
72,215,2
72,242,8
72,307,8
72,318,4
73,249,2
73,295,8
73,304,2
73,316,2
73,377,2
74,112,2
74,129,4
74,131,2
74,135,8
74,217,2
74,285,4
74,416,2
74,429,8
74,434,2
74,460,1
75,324,1
75,465,4
75,474,8
76,151,4
76,184,4
76,208,8
76,328,4
76,397,2
77,220,2
77,287,1
77,418,2
77,439,2
77,469,4
78,318,4
78,334,4
78,398,2
79,257,2
79,316,4
79,499,4
80,189,2
80,327,2
80,345,2
80,376,1
81,113,4
81,157,2
81,219,1
81,243,2
81,385,2
82,135,2
82,255,8
82,276,8
82,290,4
82,303,4
82,447,2
83,194,2
83,310,2
83,380,2
84,255,4
85,107,8
85,280,4
85,368,8
85,471,2
86,136,8
86,154,8
86,211,2
86,287,4
86,459,2
87,88,1
87,96,4
87,102,8
87,203,2
87,251,4
87,253,2
87,273,8
87,415,4
87,442,8
88,94,8
88,226,4
88,246,2
89,433,2
89,446,2
89,462,8
89,495,2
90,112,1
90,116,4
90,359,2
90,484,2
91,206,4
91,213,2
91,255,2
91,259,2
91,275,2
91,299,1
91,457,4
92,353,2
92,386,1
94,262,4
94,442,8
94,482,2
95,128,8
95,240,2
95,294,8
95,330,2
96,159,4
96,236,8
96,481,4
97,460,2
98,277,4
98,495,8
99,243,4
99,459,2
99,464,2
99,486,4
100,195,8
100,347,4
100,472,4
101,108,4
101,130,8
101,194,4
101,308,1
101,405,8
103,111,2
103,374,2
104,105,2
104,111,4
104,190,4
104,248,2
104,280,1
104,295,4
104,332,4
104,387,4
105,342,2
106,166,2
106,205,2
106,268,2
106,280,4
107,157,8
107,252,8
107,304,4
107,370,8
108,126,4
108,211,4
108,372,2
108,377,4
109,301,4
110,347,2
111,318,4
111,411,8
112,115,4
112,172,1
112,178,2
113,144,2
113,196,2
113,315,4
113,316,2
113,372,8
114,116,4
114,241,4
114,406,8
114,430,4
115,167,4
115,174,4
116,137,4
116,139,4
116,183,4
116,205,4
116,396,2
116,461,2
117,183,1
117,471,1
118,160,2
118,233,2
118,245,8
118,444,2
119,121,8
119,385,8
119,389,4
119,398,8
119,431,4
119,488,4
120,301,2
120,333,1
120,366,4
120,419,2
121,155,2
121,178,1
121,350,4
121,364,8
121,422,4
121,473,1
121,492,4
122,167,4
123,137,2
123,220,8
123,369,4
123,370,2
124,155,2
124,265,2
124,345,4
124,363,2
124,443,2
124,463,4
124,470,4
125,258,4
125,401,8
125,403,2
126,230,8
126,236,4
126,389,8
126,416,8
127,374,4
127,401,8
127,449,1
128,330,2
128,381,1
128,448,2
128,451,4
129,172,8
129,494,2
130,301,4
131,164,4
131,332,2
131,373,4
132,254,4
132,293,2
132,414,2
132,492,4
133,385,2
134,219,2
134,405,2
135,209,1
135,224,2
135,292,8
135,401,2
136,186,4
136,306,8
136,339,8
136,368,2
136,471,4
137,150,4
137,227,4
137,303,4
137,318,4
137,388,8
138,282,4
138,456,4
139,322,4
139,330,8
140,230,2
140,323,4
140,351,8
141,238,4
141,278,4
141,324,8
141,434,4
142,160,8
143,350,4
143,383,4
144,347,8
144,458,2
144,495,2
144,498,8
145,209,4
145,307,4
145,314,4
145,387,8
146,175,2
146,343,4
146,346,2
147,355,2
147,490,4
148,155,4
148,266,8
148,412,1
149,288,2
149,289,4
149,312,4
149,355,8
149,402,2
150,322,8
151,170,8
151,330,4
151,499,4
152,300,4
152,398,2
152,403,2
153,197,4
153,291,4
153,297,4
153,412,8
153,427,4
153,498,2
154,348,4
154,418,4
155,199,4
155,269,8
155,397,2
156,213,2
156,384,8
156,399,4
156,458,2
156,494,2
157,184,2
157,199,4
157,295,1
157,339,1
157,358,4
157,461,8
157,483,4
158,274,1
159,213,1
159,494,4
160,170,4
160,305,2
160,323,4
160,334,4
160,338,4
160,360,8
160,379,4
160,426,4
160,457,4
160,485,4
161,302,1
161,405,4
161,407,8
162,170,8
162,172,1
162,380,8
162,436,8
162,490,4
163,253,4
163,366,2
163,424,2
163,462,2
164,216,2
164,278,2
164,295,2
164,412,1
164,497,1
165,324,8
165,352,2
165,356,4
165,458,1
165,472,2
166,168,8
166,335,2
166,381,2
166,388,4
166,450,4
167,168,2
168,289,4
168,326,4
168,374,8
168,435,1
168,469,4
169,210,4
169,346,1
169,467,8
170,264,4
170,370,4
170,444,1
170,447,2
171,192,8
171,202,2
171,206,4
171,325,2
171,416,2
171,473,2
171,480,2
172,209,1
172,353,2
172,392,2
173,260,4
173,361,8
173,468,8
173,472,4
174,224,1
174,253,8
174,336,1
174,351,2
174,367,4
175,272,8
175,311,8
175,383,4
176,254,1
177,228,2
177,272,8
177,340,1
177,434,8
178,199,4
179,202,4
179,246,4
179,262,4
179,305,2
180,301,1
180,456,2
180,473,4
181,199,1
181,236,4
181,278,4
181,404,4
182,287,2
182,307,2
183,252,4
183,466,2
184,186,4
184,200,8
184,306,2
184,354,2
185,250,4
186,195,8
186,261,4
186,272,2
186,356,8
187,199,2
187,274,4
187,277,4
187,310,2
188,282,2
188,284,2
188,285,4
188,334,4
188,342,8
188,344,2
188,401,4
188,475,8
188,488,4
189,394,4
190,197,1
190,233,8
190,250,2
191,324,1
191,328,2
191,331,8
191,369,4
191,408,2
192,227,2
192,295,2
192,304,1
193,278,8
193,396,2
193,401,4
193,417,2
193,473,4
194,210,4
194,234,1
194,289,4
195,203,2
195,250,8
196,220,4
196,409,4
197,204,2
197,235,2
197,312,4
198,338,1
198,382,4
198,497,4
199,264,2
200,319,1
200,345,4
201,269,8
202,258,2
202,275,4
202,302,4
202,431,4
203,298,2
203,435,4
203,471,2
204,216,8
204,317,4
205,292,1
205,402,1
206,249,4
206,307,4
206,327,4
206,402,2
206,447,4
206,471,8
207,268,2
207,306,4
207,339,4
207,360,4
209,416,1
209,417,2
209,420,8
211,332,2
212,327,4
212,353,4
212,384,4
212,417,4
212,493,4
213,346,1
213,407,4
213,443,2
213,471,4
214,273,1
214,416,4
215,232,8
215,266,2
215,283,1
215,408,4
216,223,2
216,236,1
216,315,2
217,421,8
