1000
0,147,2
0,498,2
0,631,4
0,677,8
0,821,4
1,182,8
1,414,4
1,848,8
2,467,2
2,665,2
2,666,4
2,722,4
3,60,2
3,62,4
3,127,4
3,186,2
3,242,8
3,263,4
3,346,4
3,596,2
3,617,4
3,784,4
4,115,1
4,174,4
4,588,4
5,141,2
5,370,2
5,830,1
6,204,1
6,391,8
6,797,2
6,946,4
7,209,2
7,355,1
7,453,2
7,514,2
7,619,1
7,758,4
7,792,4
8,339,4
8,848,2
8,948,4
9,61,4
9,253,4
9,272,2
9,887,4
10,212,2
10,519,1
10,618,4
10,982,2
11,676,2
11,849,4
12,344,1
12,524,2
12,638,2
12,839,2
12,901,4
13,24,4
13,751,2
13,928,2
14,222,2
14,252,2
14,312,4
14,592,2
15,219,4
15,259,8
15,468,2
15,582,2
15,699,2
15,836,4
15,951,4
15,958,4
16,28,2
16,115,8
17,78,8
17,153,2
17,377,4
17,638,4
17,799,8
17,838,4
18,22,4
18,77,8
18,194,8
18,770,4
19,75,2
19,105,1
19,353,8
19,461,4
19,515,4
19,581,4
19,653,4
19,787,8
20,23,4
20,46,2
20,50,4
20,959,4
21,92,4
21,156,4
21,468,4
21,668,4
21,780,4
22,139,8
22,211,2
22,319,4
22,391,4
22,637,4
22,896,4
23,403,8
23,412,4
23,513,1
23,517,4
23,842,4
23,878,4
24,100,4
24,289,2
24,770,1
24,806,8
24,813,8
25,214,4
25,380,1
25,388,8
25,476,1
26,478,2
26,683,1
26,802,1
27,596,4
27,754,4
28,206,8
28,207,2
28,329,8
28,352,2
28,508,2
28,619,4
28,889,4
28,927,2
29,438,2
29,738,2
29,764,4
29,779,8
29,977,4
30,124,1
30,152,1
30,174,1
30,179,4
30,292,4
30,346,4
30,380,2
30,657,8
30,807,2
30,828,4
30,842,4
31,121,2
31,273,4
31,441,2
31,718,2
31,726,2
32,106,1
32,675,2
32,705,8
32,830,1
32,887,4
33,359,2
33,436,2
33,770,2
33,802,8
33,818,1
33,854,4
33,933,2
34,127,2
34,294,2
34,802,8
34,872,4
35,63,8
35,182,4
35,310,8
35,319,8
35,584,1
35,772,4
35,935,4
36,161,8
36,217,2
36,716,4
37,140,8
37,192,2
37,239,2
37,275,2
37,433,2
37,866,4
37,893,4
37,988,4
38,364,4
38,455,4
38,551,8
38,997,4
39,123,1
39,206,8
39,560,8
39,630,8
40,113,4
40,665,4
40,700,1
40,711,4
40,847,2
40,889,4
41,321,2
41,519,4
41,772,4
41,934,4
42,74,2
42,235,2
42,467,2
42,552,4
42,693,1
42,783,2
43,132,4
43,195,4
43,454,4
43,465,2
43,479,8
43,829,8
43,878,2
44,354,8
44,398,8
44,684,4
44,798,2
44,993,8
45,57,4
45,106,1
45,147,4
45,157,2
45,173,4
45,184,2
45,497,2
45,544,2
45,829,1
45,985,1
45,988,2
46,133,8
46,173,4
46,358,2
46,454,4
46,653,8
47,75,1
47,319,4
47,423,4
47,517,2
47,593,2
47,714,2
47,720,2
47,924,4
47,962,2
47,985,1
48,122,4
48,202,4
